"id","order_type","seq_no","status_type_val","pr_order_no","sa_order_line_no","company_name","to_item_no","due_dt","toshop_dt","process_by_dt","order_qty,order_uom","form_dim1","form_dim2","form_dim3","form_dim4","form_dim5","form_dim6","dim1","dim2","dim3","dim4","dim5","dim6","dim_uom","pr_center_no","short_desc","instruction"
"4-PRO0178496WK-011-3","PRO","3","Scheduled","PRO0178496WK","WO0151268-1/2","ALP AVIATION","6061 2.5 T651 PLATE ","6/30/23","6/30/23","6/30/23","17 pcs","2.5","","","","","","18","31","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178498WK-054-1","PRO","1","Scheduled","PRO0178498WK","WO0151272-1/1","ALP AVIATION","6061 3.0 T651 PLATE ","6/30/23","6/30/23","6/30/23","9 pcs","3","","","","","","18","31","","","","","in","054","Processing - Wichita",""
"4-PRO0178499WK-025-2","PRO","2","Scheduled","PRO0178499WK","WO0151272-1/2","ALP AVIATION","6061 3.50 T651 PLATE ","6/30/23","6/30/23","6/30/23","509 pcs","3.5","","","","","","2.5","3.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178499WK-011-4","PRO","4","Scheduled","PRO0178499WK","WO0151272-1/2","ALP AVIATION","6061 3.50 T651 PLATE ","6/30/23","6/30/23","6/30/23","509 pcs","3.5","","","","","","2.5","3.5","","","","","in","011","Plate Saws - Wichita","-"
"4-PRO0178500WK-025-2","PRO","2","Scheduled","PRO0178500WK","WO0151272-1/3","ALP AVIATION","6061 2.5 T651 PLATE ","6/30/23","6/30/23","6/30/23","15 pcs","2.5","","","","","","26.5","34.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178500WK-011-3","PRO","3","Scheduled","PRO0178500WK","WO0151272-1/3","ALP AVIATION","6061 2.5 T651 PLATE ","6/30/23","6/30/23","6/30/23","15 pcs","2.5","","","","","","26.5","34.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178509WK-054-1","PRO","1","Scheduled","PRO0178509WK","WO0153136-1/1","CLEARWATER ENGINEERING","2024 .750 T851 PLATE USI ","6/23/23","6/23/23","6/23/23","30 pcs","0.75","","","","","","2","26.125","","","","","in","054","Processing - Wichita",""
"4-PRO0178516WK-025-2","PRO","2","Scheduled","PRO0178516WK","WO0147278-1/1","Harlow Aerostructures LLC – Kansas","S1965-9 7075-T73511 7075-T73511","7/10/23","7/10/23","7/10/23","34 pcs","1","","","","","","148","","","","","","in","025","Staged - Wichita",""
"4-PRO0178563WK-025-2","PRO","2","Scheduled","PRO0178563WK","WO0153180-1/3","SEYER IND INC","2124 2.5 T851 PLATE USI ","6/22/23","6/22/23","6/22/23","12 pcs","2.5","","","","","","14.87","14.87","","","","","in","025","Staged - Wichita",""
"4-PRO0178563WK-011-3","PRO","3","Scheduled","PRO0178563WK","WO0153180-1/3","SEYER IND INC","2124 2.5 T851 PLATE USI ","6/22/23","6/22/23","6/22/23","12 pcs","2.5","","","","","","14.87","14.87","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178564WK-025-2","PRO","2","Scheduled","PRO0178564WK","WO0153157-1/1","LASTICKS AEROSPACE INC","2024 2.0 T851 PLATE USI ","7/6/23","7/6/23","7/6/23","20 pcs","2","","","","","","3","3","","","","","in","025","Staged - Wichita",""
"4-PRO0178564WK-011-3","PRO","3","Scheduled","PRO0178564WK","WO0153157-1/1","LASTICKS AEROSPACE INC","2024 2.0 T851 PLATE USI ","7/6/23","7/6/23","7/6/23","20 pcs","2","","","","","","3","3","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178565WK-025-2","PRO","2","Changing","PRO0178565WK","WO0153181-1/1","ACCURUS AEROSPACE TULSA LLC","7075 .750 DIA T7351 CF RD BAR USI ","10/13/23","10/13/23","10/13/23","2 pcs","0.75","","","","","","72","","","","","","in","025","Staged - Wichita",""
"4-PRO0178565WK-011-3","PRO","3","Changing","PRO0178565WK","WO0153181-1/1","ACCURUS AEROSPACE TULSA LLC","7075 .750 DIA T7351 CF RD BAR USI ","10/13/23","10/13/23","10/13/23","2 pcs","0.75","","","","","","72","","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178565WK-012-4","PRO","4","Changing","PRO0178565WK","WO0153181-1/1","ACCURUS AEROSPACE TULSA LLC","7075 .750 DIA T7351 CF RD BAR USI ","10/13/23","10/13/23","10/13/23","2 pcs","0.75","","","","","","72","","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178565WK-003-5","PRO","5","Changing","PRO0178565WK","WO0153181-1/1","ACCURUS AEROSPACE TULSA LLC","7075 .750 DIA T7351 CF RD BAR USI ","10/13/23","10/13/23","10/13/23","2 pcs","0.75","","","","","","72","","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178590WK-025-2","PRO","2","Scheduled","PRO0178590WK","WO0152635-1/1","ALP AVIATION","6061 1.0 T651 PLATE ","6/15/23","6/15/23","6/15/23","56 pcs","1","","","","","","18.5","18.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178590WK-011-3","PRO","3","Scheduled","PRO0178590WK","WO0152635-1/1","ALP AVIATION","6061 1.0 T651 PLATE ","6/15/23","6/15/23","6/15/23","56 pcs","1","","","","","","18.5","18.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178591WK-054-1","PRO","1","Scheduled","PRO0178591WK","WO0152635-1/2","ALP AVIATION","6061 2.5 T651 PLATE ","6/15/23","6/15/23","6/15/23","4 pcs","2.5","","","","","","12","16","","","","","in","054","Processing - Wichita",""
"4-PRO0178592WK-025-2","PRO","2","Scheduled","PRO0178592WK","WO0152802-1/2","ALP AVIATION","6061 2.5 T651 PLATE ","6/13/23","6/13/23","6/13/23","9 pcs","2.5","","","","","","18","31","","","","","in","025","Staged - Wichita",""
"4-PRO0178592WK-011-3","PRO","3","Scheduled","PRO0178592WK","WO0152802-1/2","ALP AVIATION","6061 2.5 T651 PLATE ","6/13/23","6/13/23","6/13/23","9 pcs","2.5","","","","","","18","31","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178600WK-054-1","PRO","1","Scheduled","PRO0178600WK","WO0151644-1/1","ALP AVIATION","6061 2.5 T651 PLATE ","6/15/23","6/15/23","6/15/23","3 pcs","2.5","","","","","","12","16","","","","","in","054","Processing - Wichita",""
"4-PRO0178601WK-025-2","PRO","2","Scheduled","PRO0178601WK","WO0153083-1/3","ALP AVIATION","6061 5.50 T651 PLATE ","7/6/23","7/6/23","7/6/23","33 pcs","5.5","","","","","","5.5","7.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178601WK-011-3","PRO","3","Scheduled","PRO0178601WK","WO0153083-1/3","ALP AVIATION","6061 5.50 T651 PLATE ","7/6/23","7/6/23","7/6/23","33 pcs","5.5","","","","","","5.5","7.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178604WK-025-3","PRO","3","Scheduled","PRO0178604WK","WO0150969-1/2","COX MACHINE","6061 1.0 T651 PLATE ","6/30/23","6/30/23","6/30/23","200 pcs","1","","","","","","1.75","3.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178604WK-011-4","PRO","4","Scheduled","PRO0178604WK","WO0150969-1/2","COX MACHINE","6061 1.0 T651 PLATE ","6/30/23","6/30/23","6/30/23","200 pcs","1","","","","","","1.75","3.5","","","","","in","011","Plate Saws - Wichita","-"
"4-PRO0178608WK-025-2","PRO","2","Scheduled","PRO0178608WK","WO0153025-1/4","OMNI ASSOCIATES INC","7050 2.00 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","2 pcs","2","","","","","","40","98","","","","","in","025","Staged - Wichita",""
"4-PRO0178608WK-011-3","PRO","3","Scheduled","PRO0178608WK","WO0153025-1/4","OMNI ASSOCIATES INC","7050 2.00 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","2 pcs","2","","","","","","40","98","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178613WK-025-2","PRO","2","Scheduled","PRO0178613WK","WO0152737-1/1","STROCO Manufacturing","7050 2.25 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","360 pcs","2.25","","","","","","3","3.25","","","","","in","025","Staged - Wichita",""
"4-PRO0178613WK-054-3","PRO","3","Scheduled","PRO0178613WK","WO0152737-1/1","STROCO Manufacturing","7050 2.25 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","360 pcs","2.25","","","","","","3","3.25","","","","","in","054","Processing - Wichita",""
"4-PRO0178614WK-025-2","PRO","2","Scheduled","PRO0178614WK","WO0153164-1/1","ECK & ECK MACHINE","7050 2.50 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","23 pcs","2.5","","","","","","3.6","4","","","","","in","025","Staged - Wichita",""
"4-PRO0178614WK-011-3","PRO","3","Scheduled","PRO0178614WK","WO0153164-1/1","ECK & ECK MACHINE","7050 2.50 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","23 pcs","2.5","","","","","","3.6","4","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178639WK-025-2","PRO","2","Scheduled","PRO0178639WK","WO0150244-1/1","H M DUNN - APEX ENG","6061 .50 T651 PLATE ","7/6/23","7/6/23","7/6/23","30 pcs","0.5","","","","","","6","6","","","","","in","025","Staged - Wichita",""
"4-PRO0178639WK-011-3","PRO","3","Scheduled","PRO0178639WK","WO0150244-1/1","H M DUNN - APEX ENG","6061 .50 T651 PLATE ","7/6/23","7/6/23","7/6/23","30 pcs","0.5","","","","","","6","6","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178640WK-025-2","PRO","2","Scheduled","PRO0178640WK","WO0151788-1/1","MPM INC","7050 2.00 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","4 pcs","2","","","","","","1.5","11.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178640WK-011-3","PRO","3","Scheduled","PRO0178640WK","WO0151788-1/1","MPM INC","7050 2.00 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","4 pcs","2","","","","","","1.5","11.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178641WK-025-2","PRO","2","Scheduled","PRO0178641WK","WO0148396-1/1","BUFFCO ENGINEERING","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","50 pcs","1.25","","","","","","2.7","3.75","","","","","in","025","Staged - Wichita",""
"4-PRO0178641WK-011-3","PRO","3","Scheduled","PRO0178641WK","WO0148396-1/1","BUFFCO ENGINEERING","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","50 pcs","1.25","","","","","","2.7","3.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178642WK-054-1","PRO","1","Scheduled","PRO0178642WK","WO0151661-1/1","MPM INC","7050 2.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","50 pcs","2.5","","","","","","3.8","11","","","","","in","054","Processing - Wichita",""
"4-PRO0178643WK-025-2","PRO","2","Changing","PRO0178643WK","WO0143354-1/1","BUFFCO ENGINEERING","7475 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","5 pcs","1.25","","","","","","29.5","43.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178643WK-011-3","PRO","3","Changing","PRO0178643WK","WO0143354-1/1","BUFFCO ENGINEERING","7475 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","5 pcs","1.25","","","","","","29.5","43.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178643WK-012-4","PRO","4","Changing","PRO0178643WK","WO0143354-1/1","BUFFCO ENGINEERING","7475 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","5 pcs","1.25","","","","","","29.5","43.5","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178643WK-003-5","PRO","5","Changing","PRO0178643WK","WO0143354-1/1","BUFFCO ENGINEERING","7475 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","5 pcs","1.25","","","","","","29.5","43.5","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178644WK-025-2","PRO","2","Scheduled","PRO0178644WK","WO0151351-1/2","NWI Wichita LLC","7050 3.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","22 pcs","3.5","","","","","","39.25","62","","","","","in","025","Staged - Wichita",""
"4-PRO0178644WK-011-3","PRO","3","Scheduled","PRO0178644WK","WO0151351-1/2","NWI Wichita LLC","7050 3.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","22 pcs","3.5","","","","","","39.25","62","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178645WK-025-2","PRO","2","Scheduled","PRO0178645WK","WO0152447-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","504 pcs","1.5","","","","","","1.6","4.7","","","","","in","025","Staged - Wichita",""
"4-PRO0178645WK-011-3","PRO","3","Scheduled","PRO0178645WK","WO0152447-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","504 pcs","1.5","","","","","","1.6","4.7","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178647WK-025-2","PRO","2","Scheduled","PRO0178647WK","WO0151596-1/1","STROCO Manufacturing","7050 2.25 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","102 pcs","2.25","","","","","","13","14.75","","","","","in","025","Staged - Wichita",""
"4-PRO0178647WK-054-3","PRO","3","Scheduled","PRO0178647WK","WO0151596-1/1","STROCO Manufacturing","7050 2.25 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","102 pcs","2.25","","","","","","13","14.75","","","","","in","054","Processing - Wichita",""
"4-PRO0178658WK-025-2","PRO","2","Scheduled","PRO0178658WK","WO0153243-1/3","Blossom Aerospace Texas, LLC","2124 3.25  T851 PLATE USI ","6/28/23","6/28/23","6/28/23","6 pcs","3.25","","","","","","8","23","","","","","in","025","Staged - Wichita",""
"4-PRO0178658WK-011-3","PRO","3","Scheduled","PRO0178658WK","WO0153243-1/3","Blossom Aerospace Texas, LLC","2124 3.25  T851 PLATE USI ","6/28/23","6/28/23","6/28/23","6 pcs","3.25","","","","","","8","23","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178666WK-025-2","PRO","2","Changing","PRO0178666WK","WO0147574-1/1","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","9 pcs","1.25","","","","","","16","107","","","","","in","025","Staged - Wichita",""
"4-PRO0178666WK-011-3","PRO","3","Changing","PRO0178666WK","WO0147574-1/1","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","9 pcs","1.25","","","","","","16","107","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178666WK-012-4","PRO","4","Changing","PRO0178666WK","WO0147574-1/1","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","9 pcs","1.25","","","","","","16","107","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178666WK-003-5","PRO","5","Changing","PRO0178666WK","WO0147574-1/1","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","9 pcs","1.25","","","","","","16","107","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178669WK-025-2","PRO","2","Changing","PRO0178669WK","WO0147597-1/4","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","12 pcs","1.25","","","","","","25.9","142.25","","","","","in","025","Staged - Wichita",""
"4-PRO0178669WK-011-3","PRO","3","Changing","PRO0178669WK","WO0147597-1/4","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","12 pcs","1.25","","","","","","25.9","142.25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178669WK-012-4","PRO","4","Changing","PRO0178669WK","WO0147597-1/4","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","12 pcs","1.25","","","","","","25.9","142.25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178669WK-003-5","PRO","5","Changing","PRO0178669WK","WO0147597-1/4","DYNAMIC N/C","7075 1.25 T7351 PLATE USI ","7/6/23","7/6/23","7/6/23","12 pcs","1.25","","","","","","25.9","142.25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178670WK-025-2","PRO","2","Scheduled","PRO0178670WK","WO0153241-1/1","Davis Machine","7050 2.00 T7451 PLATE USI ","6/21/23","6/21/23","6/21/23","28 pcs","2","","","","","","6","9","","","","","in","025","Staged - Wichita",""
"4-PRO0178670WK-054-3","PRO","3","Scheduled","PRO0178670WK","WO0153241-1/1","Davis Machine","7050 2.00 T7451 PLATE USI ","6/21/23","6/21/23","6/21/23","28 pcs","2","","","","","","6","9","","","","","in","054","Processing - Wichita",""
"4-PRO0178674WK-025-2","PRO","2","Changing","PRO0178674WK","WO0153255-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","7/11/23","7/11/23","7/11/23","12 pcs","3","","","","","","3.2","4.6","","","","","in","025","Staged - Wichita",""
"4-PRO0178674WK-011-3","PRO","3","Changing","PRO0178674WK","WO0153255-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","7/11/23","7/11/23","7/11/23","12 pcs","3","","","","","","3.2","4.6","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178674WK-012-4","PRO","4","Changing","PRO0178674WK","WO0153255-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","7/11/23","7/11/23","7/11/23","12 pcs","3","","","","","","3.2","4.6","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178674WK-003-5","PRO","5","Changing","PRO0178674WK","WO0153255-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","7/11/23","7/11/23","7/11/23","12 pcs","3","","","","","","3.2","4.6","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178679WK-025-2","PRO","2","Scheduled","PRO0178679WK","WO0153221-1/1","SUNSHINE METALS","7075 .750 DIA T7351 CF RND BA ","7/7/23","7/7/23","7/7/23","1 pcs","0.75","","","","","","144","","","","","","in","025","Staged - Wichita",""
"4-PRO0178680WK-025-2","PRO","2","Scheduled","PRO0178680WK","WO0150325-1/1","SUNSHINE METALS","7075 2.50 DIA T7351 CF RND BA ","7/7/23","7/7/23","7/7/23","219 lb","2.5","","","","","","144","","","","","","in","025","Staged - Wichita",""
"4-PRO0178687WK-025-2","PRO","2","Scheduled","PRO0178687WK","WO0151781-1/1","MPM INC","7475 2.0 T7351 PLATE USI ","7/7/23","7/7/23","7/7/23","25 pcs","2","","","","","","9.25","102.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178687WK-011-3","PRO","3","Scheduled","PRO0178687WK","WO0151781-1/1","MPM INC","7475 2.0 T7351 PLATE USI ","7/7/23","7/7/23","7/7/23","25 pcs","2","","","","","","9.25","102.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178698WK-025-2","PRO","2","Scheduled","PRO0178698WK","WO0149012-1/1","AMEURO METALS B.V.","2124 2.0 T851 PLATE USI ","7/7/23","7/7/23","7/7/23","6 pcs","2","","","","","","18.58","108.1","","","","","in","025","Staged - Wichita",""
"4-PRO0178698WK-011-3","PRO","3","Scheduled","PRO0178698WK","WO0149012-1/1","AMEURO METALS B.V.","2124 2.0 T851 PLATE USI ","7/7/23","7/7/23","7/7/23","6 pcs","2","","","","","","18.58","108.1","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178699WK-025-2","PRO","2","Scheduled","PRO0178699WK","WO0152882-1/1","Harlow Aerostructures LLC – Kansas","7050 3.0 T7451  PLATE USI ","7/7/23","7/7/23","7/7/23","9 pcs","3","","","","","","20","27.06","","","","","in","025","Staged - Wichita",""
"4-PRO0178699WK-011-3","PRO","3","Scheduled","PRO0178699WK","WO0152882-1/1","Harlow Aerostructures LLC – Kansas","7050 3.0 T7451  PLATE USI ","7/7/23","7/7/23","7/7/23","9 pcs","3","","","","","","20","27.06","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178700WK-025-2","PRO","2","Scheduled","PRO0178700WK","WO0152876-1/1","Harlow Aerostructures LLC – Kansas","7475 1.50 T7351 PLATE USI ","7/7/23","7/7/23","7/7/23","6 pcs","1.5","","","","","","42","76","","","","","in","025","Staged - Wichita",""
"4-PRO0178700WK-011-3","PRO","3","Scheduled","PRO0178700WK","WO0152876-1/1","Harlow Aerostructures LLC – Kansas","7475 1.50 T7351 PLATE USI ","7/7/23","7/7/23","7/7/23","6 pcs","1.5","","","","","","42","76","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178701WK-025-2","PRO","2","Scheduled","PRO0178701WK","WO0149201-1/3","Applied Composite Technology Aerospace, Inc","7085 5.0 T7651 PLATE ","7/7/23","7/7/23","7/7/23","18 pcs","5","","","","","","14","24","","","","","in","025","Staged - Wichita",""
"4-PRO0178701WK-011-3","PRO","3","Scheduled","PRO0178701WK","WO0149201-1/3","Applied Composite Technology Aerospace, Inc","7085 5.0 T7651 PLATE ","7/7/23","7/7/23","7/7/23","18 pcs","5","","","","","","14","24","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178702WK-025-2","PRO","2","Scheduled","PRO0178702WK","WO0152705-1/1","OMNI ASSOCIATES INC","7050 3.0 T7451  PLATE USI ","7/7/23","7/7/23","7/7/23","19 pcs","3","","","","","","1.75","4.5","","","","","in","025","Staged - Wichita",""
"4-PRO0178702WK-011-3","PRO","3","Scheduled","PRO0178702WK","WO0152705-1/1","OMNI ASSOCIATES INC","7050 3.0 T7451  PLATE USI ","7/7/23","7/7/23","7/7/23","19 pcs","3","","","","","","1.75","4.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178704WK-116-2","PRO","2","Changing","PRO0178704WK","WO0153059-1/1","COX MACHINE","6061 2.5 T651 PLATE ","7/7/23","7/7/23","7/7/23","17 pcs","2.5","","","","","","7.625","29.375","","","","","in","116","Processing Center - AMAT",""
"4-PRO0178705WK-025-2","PRO","2","Scheduled","PRO0178705WK","WO0152896-1/1","COX MACHINE","7050 2.50 T7451 PLATE USI ","7/7/23","7/7/23","7/7/23","26 pcs","2.5","","","","","","3.375","8","","","","","in","025","Staged - Wichita",""
"4-PRO0178705WK-054-3","PRO","3","Scheduled","PRO0178705WK","WO0152896-1/1","COX MACHINE","7050 2.50 T7451 PLATE USI ","7/7/23","7/7/23","7/7/23","26 pcs","2.5","","","","","","3.375","8","","","","","in","054","Processing - Wichita",""
"4-PRO0178707WK-025-2","PRO","2","Changing","PRO0178707WK","WO0153268-1/1","LMI AEROSPACE – Wichita","7050 2.00 T7451 PLATE USI ","8/9/23","8/9/23","8/9/23","8 pcs","2","","","","","","4","25","","","","","in","025","Staged - Wichita",""
"4-PRO0178707WK-011-3","PRO","3","Changing","PRO0178707WK","WO0153268-1/1","LMI AEROSPACE – Wichita","7050 2.00 T7451 PLATE USI ","8/9/23","8/9/23","8/9/23","8 pcs","2","","","","","","4","25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178707WK-012-4","PRO","4","Changing","PRO0178707WK","WO0153268-1/1","LMI AEROSPACE – Wichita","7050 2.00 T7451 PLATE USI ","8/9/23","8/9/23","8/9/23","8 pcs","2","","","","","","4","25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178707WK-003-5","PRO","5","Changing","PRO0178707WK","WO0153268-1/1","LMI AEROSPACE – Wichita","7050 2.00 T7451 PLATE USI ","8/9/23","8/9/23","8/9/23","8 pcs","2","","","","","","4","25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178708WK-025-2","PRO","2","Changing","PRO0178708WK","WO0153268-1/2","LMI AEROSPACE – Wichita","7050 2.50 T7451 PLATE USI ","7/28/23","7/28/23","7/28/23","40 pcs","2.5","","","","","","5","19.7","","","","","in","025","Staged - Wichita",""
"4-PRO0178708WK-011-3","PRO","3","Changing","PRO0178708WK","WO0153268-1/2","LMI AEROSPACE – Wichita","7050 2.50 T7451 PLATE USI ","7/28/23","7/28/23","7/28/23","40 pcs","2.5","","","","","","5","19.7","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178708WK-012-4","PRO","4","Changing","PRO0178708WK","WO0153268-1/2","LMI AEROSPACE – Wichita","7050 2.50 T7451 PLATE USI ","7/28/23","7/28/23","7/28/23","40 pcs","2.5","","","","","","5","19.7","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178708WK-003-5","PRO","5","Changing","PRO0178708WK","WO0153268-1/2","LMI AEROSPACE – Wichita","7050 2.50 T7451 PLATE USI ","7/28/23","7/28/23","7/28/23","40 pcs","2.5","","","","","","5","19.7","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178715WK-025-2","PRO","2","Changing","PRO0178715WK","WO0153278-1/1","LMI AEROSPACE – Fredonia","7050 .50  T7451 PLATE USI ","7/25/23","7/25/23","7/25/23","17 pcs","0.5","","","","","","7","7","","","","","in","025","Staged - Wichita",""
"4-PRO0178715WK-011-3","PRO","3","Changing","PRO0178715WK","WO0153278-1/1","LMI AEROSPACE – Fredonia","7050 .50  T7451 PLATE USI ","7/25/23","7/25/23","7/25/23","17 pcs","0.5","","","","","","7","7","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178715WK-012-4","PRO","4","Changing","PRO0178715WK","WO0153278-1/1","LMI AEROSPACE – Fredonia","7050 .50  T7451 PLATE USI ","7/25/23","7/25/23","7/25/23","17 pcs","0.5","","","","","","7","7","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178715WK-003-5","PRO","5","Changing","PRO0178715WK","WO0153278-1/1","LMI AEROSPACE – Fredonia","7050 .50  T7451 PLATE USI ","7/25/23","7/25/23","7/25/23","17 pcs","0.5","","","","","","7","7","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178717WK-025-2","PRO","2","Changing","PRO0178717WK","WO0153280-1/1","LMI AEROSPACE – Fredonia","7075 1.75 T7351 PLATE USI ","7/31/23","7/31/23","7/31/23","37 pcs","1.75","","","","","","2.8","2.4","","","","","in","025","Staged - Wichita",""
"4-PRO0178717WK-011-3","PRO","3","Changing","PRO0178717WK","WO0153280-1/1","LMI AEROSPACE – Fredonia","7075 1.75 T7351 PLATE USI ","7/31/23","7/31/23","7/31/23","37 pcs","1.75","","","","","","2.8","2.4","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178717WK-012-4","PRO","4","Changing","PRO0178717WK","WO0153280-1/1","LMI AEROSPACE – Fredonia","7075 1.75 T7351 PLATE USI ","7/31/23","7/31/23","7/31/23","37 pcs","1.75","","","","","","2.8","2.4","","","","","in","012","MS-6 - Wichita",""
"4-PRO0178717WK-003-5","PRO","5","Changing","PRO0178717WK","WO0153280-1/1","LMI AEROSPACE – Fredonia","7075 1.75 T7351 PLATE USI ","7/31/23","7/31/23","7/31/23","37 pcs","1.75","","","","","","2.8","2.4","","","","","in","003","Band Saws - Wichita",""
"4-PRO0178719WK-025-2","PRO","2","Changing","PRO0178719WK","WO0153281-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","8/22/23","8/22/23","8/22/23","33 pcs","1.5","","","","","","4.2","3.8","","","","","in","025","Staged - Wichita",""
"4-PRO0178719WK-011-3","PRO","3","Changing","PRO0178719WK","WO0153281-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","8/22/23","8/22/23","8/22/23","33 pcs","1.5","","","","","","4.2","3.8","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0178719WK-012-4","PRO","4","Changing","PRO0178719WK","WO0153281-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","8/22/23","8/22/23","8/22/23","33 pcs","1.5","","","","","","4.2","3.8","","","","","in","012","MS-6 - Wichita",""
